movie,character1,character2,location,interactionType,result,timestamp,,"methodology: This dataset contains interaction data between characters in the  Star Wars prequal movies created by George Lucas. The links between characters are defined from when they are shown on screen. Multiple interaction types can happen between characters within a scene, signalling a new interaction for interaction types in the same scene. character1 and character2 are characters who are directly interacting with each other. These timestamps were derived from the DisneyPlus streaming service. ",
3,anakin skywalker,obi-wan kenobi,separatist cruiser,dialogue,null,00:10:58,,,
3,chancellor palpatine,obi-wan kenobi,separatist cruiser,dialogue,null,00:11:48,,,
3,chancellor palpatine,anakin skywalker,separatist cruiser,dialogue,null,00:11:50,,,
3,anakin skywalker,obi-wan kenobi,separatist cruiser,dialogue,null,00:11:56,,,
3,obi-wan kenobi,count dooku,separatist cruiser,fighting,null,00:12:19,,,
3,anakin skywalker,count dooku,separatist cruiser,fighting,anakin decapitates dooku,00:12:19,,,
3,anakin skywalker,chancellor palpatine,separatist cruiser,dialogue,palpatine tells anakin to kill dooku,00:14:02,,,
3,r2-d2,anakin skywalker,separatist cruiser,dialogue,null,00:15:30,,,
3,obi-wan kenobi,anakin skywalker,separatist cruiser,dialogue,null,00:17:06,,,
3,anakin skywalker,r2-d2,separatist cruiser,dialogue,null,00:17:40,,,
3,anakin skywalker,obi-wan kenobi,separatist cruiser,dialogue,null,00:17:58,,,
3,general grievous,obi-wan kenobi,separatist cruiser,dialogue,null,00:18:38,,,
3,general grievous,anakin skywalker,separatist cruiser,dialogue,null,00:18:38,,,
3,magna guard,obi-wan kenobi,separatist cruiser,fighting,magna guard destroyed,00:19:40,,,
3,magna guard,anakin skywalker,separatist cruiser,fighting,magna guard destroyed,00:19:40,,,
3,obi-wan kenobi,general grievous,separatist cruiser,fighting,grievous escapes,00:20:31,,,
3,anakin skywalker,general grievous,separatist cruiser,fighting,grievous escapes,00:20:33,,,
3,anakin skywalker,obi-wan kenobi,separatist cruiser,dialogue,separatist cruiser landed on coruscant,00:21:30,,,
3,chancellor palpatine,mace windu,coruscant,dialogue,null,00:24:54,,,
3,anakin skywalker,senator organa,coruscant,dialogue,null,00:25:28,,,
3,c-3po,r2-d2,coruscant,dialogue,null,00:25:32,,,
3,anakin skywalker,padme amidala,coruscant,dialogue,padme tells anakin she is pregnant,00:25:55,,,
3,general grievous,darth sidious,utapau,dialogue,sidious tells grievous to move separatist leaders to mustafar,00:28:32,,,
3,padme amidala,anakin skywalker,coruscant,dialogue,anakin has nightmares of padme's death,00:29:28,,,
3,yoda,anakin skywalker,coruscant,dialogue,null,00:33:28,,,
3,obi-wan kenobi,anakin skywalker,coruscant,dialogue,null,00:34:39,,,
3,chancellor palpatine,anakin skywalker,coruscant,dialogue,null,00:35:52,,,
3,jedi council,anakin skywalker,coruscant,dialogue,null,00:36:54,,,
3,anakin skywalker,obi-wan kenobi,coruscant,dialogue,null,00:38:21,,,
3,yoda,obi-wan kenobi,coruscant,dialogue,null,00:40:23,,,
3,mace windu,obi-wan kenobi,coruscant,dialogue,null,00:40:23,,,
3,padme amidala,anakin skywalker,coruscant,dialogue,null,00:41:19,,,
3,chancellor palpatine,anakin skywalker,coruscant,dialogue,palpatine tells anakin tragedy of darth plagueis the wise,00:43:12,,,
3,yoda,jedi council,kashyyyk,dialogue,null,00:48:30,,,
3,anakin skywalker,jedi council,coruscant,dialogue,null,00:48:52,,,
3,clone commander,yoda,kashyyyk,dialogue,null,00:49:25,,,
3,wookie army,droid army,kashyyyk,fighting,null,00:49:50,,,
3,anakin skywalker,obi-wan kenobi,coruscant,dialogue,obi wan sent to fight general grievous,00:50:20,,,
3,commander cody,obi-wan kenobi,republic cruiser,dialogue,null,00:51:00,,,
3,anakin skywalker,padme amidala,coruscant,dialogue,anakin becomes more paranoid,00:52:43,,,
3,utapau leader,obi-wan kenobi,utapau,dialogue,reveals that grievous is on utapau,00:54:38,,,
3,separatist council,general grievous,utapau,dialogue,grievous tells separatist leaders to wait on mustafar,00:56:28,,,
3,general grievous,obi-wan kenobi,utapau,fighting,ob wan chases after grievous,00:57:40,,,
3,clone army,droid army,utapau,fighting,null,00:59:29,,,
3,commander cody,mace windu,coruscant,dialogue,null,01:01:02,,,
3,anakin skywalker,mace windu,coruscant,dialogue,null,01:01:12,,,
3,mace windu,jedi council,coruscant,dialogue,windu senses plot to destroy jedi,01:01:28,,,
3,chancellor palpatine,anakin skywalker,coruscant,dialogue,palpatine reveals that he is darth sidious,01:02:00,,,
3,obi-wan kenobi,general grievous,utapau,fighting,obi wan kills grievous,01:05:30,,,
3,anakin skywalker,mace windu,coruscant,dialogue,anakin reveals that palpatine is darth sidious,01:07:40,,,
3,mace windu,darth sidious,coruscant,fighting,palpatine kills 3 jedi masters,01:10:58,,,
3,darth sidious,anakin skywalker,coruscant,dialogue,palpatine tells anakin to stop windu,01:13:12,,,
3,darth sidious,mace windu,coruscant,fighting,sidious uses force lightning on windu,01:13:20,,,
3,anakin skywalker,mace windu,coruscant,fighting,anakin cuts off  mace windu's arm,01:14:22,,,
3,mace windu,darth sidious,coruscant,fighting,palpatine kills mace windu,01:15:00,,,
3,anakin skywalker,darth sidious,coruscant,dialogue,anakin becomes apprentice of sidious/darth vader,01:15:16,,,
3,anakin skywalker,jedi council,coruscant,fighting,anakin kills all jedi in the jedi temple,01:19:24,,,
3,obi-wan kenobi,commander cody,utapau,dialogue,null,01:20:20,,,
3,darth sidious,commander cody,utapau,dialogue,sidious executes order 66,01:20:39,,,
3,clone army,jedi order,galaxy,fighting,clones ordered to kill all jedi,01:21:05,,,
3,clone trooper,yoda,kashyyyk,fighting,yoda kills clone trooper,01:31:12,,,
3,clone army,jedi younglings,coruscant,fighting,clones kill jedi youngling with anakin,01:23:35,,,
3,anakin skywalker,jedi younglings,coruscant,fighting,anakin kills jedi younglings hiding in room,01:23:42,,,
3,bail organa,clone commander,coruscant,dialogue,null,01:24:38,,,
3,yoda,chewbacca,kashyyyk,dialogue,yoda leaves kashyyyk,01:25:52,,,
3,obi-wan kenobi,bail organa,utapau,dialogue,obi wan learns of jedi purge,01:27:39,,,
3,anakin skywalker,padme amidala,coruscant,dialogue,null,01:28:00,,,
3,r2-d2,c-3po,coruscant,dialogue,null,01:29:30,,,
3,c-3po,padme amidala,coruscant,dialogue,null,01:29:43,,,
3,yoda,obi-wan kenobi,alderaan cruiser,dialogue,null,01:30:18,,,
3,bail organa,yoda,alderaan cruiser,dialogue,null,01:30:18,,,
3,obi-wan kenobi,bail organa,alderaan cruiser,dialogue,null,01:30:18,,,
3,nute gunray,darth sidious,mustafar,dialogue,null,01:31:22,,,
3,separatist council,darth sidious,mustafar,dialogue,null,01:31:22,,,
3,anakin skywalker,r2-d2,mustafar,dialogue,null,01:33:00,,,
3,nute gunray,anakin skywalker,mustafar,fighting,anakin kills nute gunray,01:33:23,,,
3,separatist council,anakin skywalker,mustafar,fighting,anakin kills members of separatist council,01:33:23,,,
3,darth sidious,republic senate,coruscant,dialogue,palpatine proclaims himself emperor and jedi enemies of the republic,01:34:06,,,
3,padme amidala,bail organa,coruscant,dialogue,null,01:36:18,,,
3,obi-wan kenobi,yoda,coruscant,dialogue,null,01:36:40,,,
3,padme amidala,obi-wan kenobi,coruscant,dialogue,obi wan finds out that padme is pregnant with anakin's child,01:38:40,,,
3,gregar typho,padme amidala,coruscant,dialogue,null,01:41:24,,,
3,c-3po,padme amidala,coruscant,dialogue,null,01:40;52,,,
3,anakin skywalker,darth sidious,coruscant,dialogue,null,01:42:20,,,
3,padme amidala,anakin skywalker,mustafar,dialogue,anakin chokes padme,01:43:47,,,
3,obi-wan kenobi,anakin skywalker,mustafar,fighting,obi wan defeats anakin and leaves him imolated on mustafar,01:46:21,,,
3,yoda,darth sidious,coruscant,fighting,yoda can not defeat darth sidious and runs,01:48:20,,,
3,yoda,bail organa,coruscant,dialogue,null,01:56:37,,,
3,obi-wan kenobi,c-3po,mustafar,dialogue,null,02:01:18,,,
3,darth sidious,anakin skywalker,mustafar,dialogue,anakin is put into darth vader suit,02:03:15,,,
3,bail organa,yoda,polis massa,dialogue,null,02:03:45,,,
3,obi-wan kenobi,bail organa,polis massa,dialogue,null,02:04:13,,,
3,medical droid,obi-wan kenobi,polis massa,dialogue,padme is dying,02:04:45,,,
3,obi-wan kenobi,padme amidala,polis massa,dialogue,"padme names luke and leia, then dies",02:05:45,,,
3,darth vader,darth sidious,coruscant,dialogue,sidious reveals to vader that padme is dead,02:07:54,,,
3,bail organa,yoda,alderaan,dialogue,bail adopts leia,02:09:06,,,
3,bail organa,obi-wan kenobi,alderaan,dialogue,obi wan will take luke to live on tatooine,02:09:06,,,
3,obi-wan kenobi,yoda,alderaan,dialogue,yoda goes into exile on dagobah,02:09:06,,,
3,darth vader,darth sidious,empirial cruiser,dialogue,sidious and vader look at construction of death star,02:11:35,,,
